Job Title,Location,Date Posted,Description,Responsibilities,Minimum Qualifications,Preferred Qualifications,Apply Link
"ASIC Engineer, Power","Bangalore, IND",Posted 25 days ago,Summary:,"Work with Architecture and Design teams to assess power/performance tradeoffs at design/arch/process-tech levels and drive for solutions for Meta workloads.
Define the power specification at system and module level for Idle, TDP, typical use cases.
Develop power modeling infrastructure in Python/C++.
Work with or develop architectural simulators in order to model performance and power.
Build power estimation flows at various levels of abstraction: C-model, RTL, Gate, Layout.
Power characterization on silicon: idle, TDP, use case power & debug power issues on silicon.
Partner with vendors to drive low-power requirements for SoC interfaces such as LPDDR, PCIe, etc.
Partner with EDA tool vendors to select and deploy the appropriate power estimation tools.
Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience.
Experience with power arch specification, modeling, and design with C++/Python or an equivalent high level language.
Experience with EDA tools and scripting languages (Python, TCL) used to build tools and flows for complex environments.
Understanding of ASIC design process and knowledge of leakage and dynamic power, and impact of environment and manufacturing process on power.
Experience with communicating across functional internal teams and with vendors Knowledge of front-end and back-end ASIC tools.
Experience with RTL design using System Verilog or other HDL.",N/A,N/A,https://rr.jobsyn.org/22FD52DA37794737A94631982E0C192D10
Software Engineer - AI Transport,"Bangalore, IND",Posted 26 days ago,Summary:,"Design and implement drivers (and/or Firmware) for (network) ethernet adapter functions, Transport stack for RDMA, control functions with the host/accelerators.
Build tests and help build an integrated CI/CD pipeline for delivery of software
Bringup the stack in simulation and emulation environments
Hardware bringup and test in a scaled environment
Proficient in programming in C/C++/Python
Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience.
Experience with Linux Kernel, especially drivers and network stack
Working knowledge of transport stack particularly RDMA (RoCEv2)
Hands on experience with debugging large scale systems
Experience with Qemu, FPGA Emulation environment is a plus",N/A,N/A,https://rr.jobsyn.org/D6798CA98999432DA8BFEEB6DDE1E17F10
Software Engineer - Host networking,"Bangalore, IND",Posted 26 days ago,Summary:,"Design and implement drivers (and/or Firmware) for (network) ethernet adapter functions, Transport stack for RDMA, control functions with the host/accelerators.
Collaborate with ASIC and HW teams, and external partners in building infrastructure scale embedded solutions
Work with cross functional teams through releasing software to production and supporting them
Mentor team members who will also work on building driver and firmware software
Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience.
7+ years of experience in C/C++
7+ years of experience in Systems programming, TCP/IP, RDMA/RoCE drivers and/or Firmware
Experience with HW bringup
Experience with Linux Kernel, especially drivers and network stack
Working knowledge of transport stack particularly RDMA (RoCEv2) on Linux
Experience with Qemu, FPGA Emulation environment is a plus
Experience with Congestion control for RDMA/RoCE networks
Working knowledge of Collectives (XCCL) and GPU direct for AI workloads
Experience with HW offloads for Transport stack",N/A,N/A,https://rr.jobsyn.org/2D02D00D165A4CD590A844666F032A8010
ASIC Engineer - Infra Specialist,"Bangalore, IND",Posted 26 days ago,Summary:,"Design and develop firmware and tooling for next-gen data center chips, Contribute to the design and development of embedded software engineering activities, analyze, design, develop, and debug firmware for a wide variety custom SoC for data center solutions
Support all phases of SoC development – including early architecture requirements definition for custom silicon, firmware architecture, implementation, simulation, FPGA debug, chip bring up and support systems and software teams on algorithm development on validated systems
Understand and implement power-management, BootROM, boot loaders, scheduling, inter-processor communication, firmware/system interfaces on Linux, RTOS and/or bare-metal environments
B.S. degree in Computer Science or Electrical Engineering or equivalent experience
Experience in firmware development
Proficiency in C programming language
Understanding of CPU architecture (ARM/RISC-V) and microprocessors
Basic understanding of Real-Time Operating Systems (RTOS e.g. Zephyr) concepts and principles
Familiarity with Linux operating system and its basic commands
Knowledge of low-level programming and device driver development for ARM/RISC-V based systems
Understanding of Linux kernel and device driver development
Experience with debugging tools and techniques for embedded systems (e.g. JTAG)
Experience in firmware development on System on Chip (SoC) platforms
Familiarity with industry-standard protocols and interfaces (e.g. SPI, I2C, UART)
Knowledge of scripting languages such as Python or Perl
Familiarity with version control systems such as Git
Familiarity with Agile development methodologies and continuous integration/continuous deployment (CI/CD) pipelines",N/A,N/A,https://rr.jobsyn.org/4BE99B17B257448FB35E4599CB07B0E310
"ASIC Frontend Implementation, CDC/RDC","Bangalore, IND",Posted 30 days ago,Summary:,"Perform Flat and Hierarchical Clock Domain Crossing and work with the designers to analyze the complex clock domain crossings and sign off the CDC.
Perform Flat and Hierarchical Reset Domain crossing Checks. Understand the Reset-Architecture by working with Design and FW teams and develop reset groups and the corresponding reset sequence for RDC.
Perform RTL Lint and work with the Designers to create waivers.
Perform RTL DFT Analysis and improve the DFT coverage for Stuck-at faults.
Run Logic/Physical Synthesis using advanced optimization techniques and generate optimized Gate Level Netlist for Timing, Area, Power.
Developing Automation scripts and Methodology for all FE-tools including (Lint, CDC, RDC,).
Work closely with the Design Engineers, DV Engineers, Emulation Engineers in supporting them with the handoff tasks. Interact with Physical Design Engineers and provide them with timing/congestion feedback.
Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience.
8+ years of experience in static verification tools
Experience with Lint, Clock Domain & Reset Domain crossing.
Experience with SOC CDC signoff
Knowledge of SOC Integration (Clocking, Reset, PLL, etc)
Knowledge of front-end ASIC flows
Experience with RTL design using SystemVerilog or other HDL.
Experience with communicating across functional internal teams and vendors.
Experience with SOC Design Integration and Front-End Implementation.
Knowledge of Timing/physical libraries, SRAM Memories.
Experience with Design Compiler, Spyglass, PrimeTime, Formality or equivalent tools.
Experience with Netlist-CDC Analysis and improving MTBF
Experience with developing structural rule based checks for RTL & Netlist
Scripting and programming experience using Perl/Python, TCL, and Make.",N/A,N/A,https://rr.jobsyn.org/B759EB8881984E8EA6E4D9B7B6CCA67F10
"ASIC Engineer, Architecture","Bangalore, IND",Posted 31 days ago,Summary:,"Work on developing Data Center Machine Learning ASIC architecture, algorithms, models, or tools
Analyze and map data center workloads to ASIC architecture, as well as develop performance and functional models to validate the architecture
Implement various reference silicon architecture models needed for the validation of the accelerators
Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience.
5+ experience in either silicon architecture, silicon modeling, performance architecture, kernel development, or building tools for silicon
Programming in C, C++, Python, or related Programming Languages
Experience and knowledge of Computer Architecture, or tools for silicon development
Experience and knowledge working in building custom silicon
Master’s or PhD degree in Electrical Engineering, Computer Engineering or related areas Experience driving power and performance trade-offs",N/A,N/A,https://rr.jobsyn.org/AF8B65C7E00847EB81F35427B17D047E10
"ASIC Engineer, SoC Architect","Bangalore, IND",Posted 31 days ago,Summary:,"Work on modeling, performance analysis and architecture definition of Machine Learning ASICs.
Map Data Center workloads to heterogeneous ASICs that contain multiple different programmable processors and hardware accelerators. Perform detailed calculations to specify computation throughput, memory bandwidth and latency, evaluate performance v/s area v/s power tradeoffs.
Identify appropriate workloads and micro-benchmarks to be used for performance analysis and drive this analysis on simulation and emulation platforms to define and validate the architecture.
Evangelize your architectural solutions with your peers and leadership, while mentoring members of the architecture team.
Collaborate with cross functional teams working on RTL design, Design Verification, Firmware/Software development, Pre-Post silicon validation and Program Management to deliver first pass functional silicon on an aspirational schedule.
Collaborate with software and firmware teams to ensure that the ASIC meets end to end application performance goals while maintaining ease and efficiency of software development.
Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience.
Experience and knowledge of Computer Architecture concepts such as microprocessor architecture, memory systems, on-chip interconnection networks, hardware/software partitioning etc.
Programming in C or C++ with knowledge of mapping hardware algorithms to efficient C/C++ code.
12+ years of prior experience in defining and delivering multiple high performance ASICs into production, with focus on architecture definition and performance analysis.
Master's or PhD degree in Electrical Engineering, Computer Engineering or related field.
Domain knowledge in one or more of power/performance tradeoffs, digital signal processing, ML networks, ML frameworks such as Pytorch.",N/A,N/A,https://rr.jobsyn.org/798E91E43B26466FBC76BCEFD96B9E2710
ASIC Engineering Manager (Validation),"Bangalore, IND",Posted 33 days ago,Summary:,"You will lead teams who write tests, create bare metal operating systems, enable frameworks that allow us to reuse and scale testing from pre-silicon platforms to many ASICs in the lab during the post silicon phase.
Working with end users and cross functional partners to understand system use cases to help guide validation. Ensuring a tight loops between hardware qualification and the final application use models
We focus on volume as well as the velocity of qualifications to allow the fastest possible ramp to production.
The team works on all aspects of silicon productization, from early architecture and design inputs, to pre-silicon validation, to bring-up and post-silicon characterization. This role leads across multiple engineering disciplines, domains and phases.
You will lead teams who work on extensive functional and electrical characterization over temperature, process corner and voltage.
To accomplish this at scale, we build and maintain extensive lab automation that will require your support and long term vision.
Be both a highly technical, and an effective people manager
Participate in technical design
Define and influence product strategy
Experience in recruiting and managing technical teams, including performance management
Demonstrate experience in ASIC Design, Development or Validation (Silicon bringup, validation, emulation, characterization)
BS or advanced degree in Electrical Engineering, Computer Engineering, Computer Science, Engineering, Math, Physics or a related field or equivalent experience
Experience in leading strategic implementation and planning for risk and growth
Developing and managing requirements, and making data-driven decisions
5+ years of experience leading teams with some of the following modules/domains: PCIe, Networking, Flash, Memory, CPU, GPU, DRAM (DDR4/5 or HBM)
5+ years of experience in leading/managing hands-on SW/FW/HW engineering teams to build systems/products for datacenter environments, consumer devices/HW, or similar",N/A,N/A,https://rr.jobsyn.org/659672B76CB4446C9676241456BE684B10
"ASIC Engineer, Physical Design","Bangalore, IND",Posted 33 days ago,Summary:,"Develop and own physical design implementation of multi-hierarchy low-power and high-performance designs, including physical-aware logic synthesis, floorplan, place and route, clock tree synthesis, static timing analysis, IR drop, EM, and physical verification in advanced technology nodes.
Resolve design and flow issues related to the physical design, identify potential solutions, and drive execution.
Deliver physical design of an end-to-end IP or integration of ASIC/SoC design and point out lower power and higher performance trade-offs.
Define and implement schemes, including semi-custom placement and routing, to improve performance and power.
Work with the RTL design team to understand partition architecture and drive physical aspects early in the design cycle.
Interface with the RTL design team to drive design modifications to resolve congestion/timing issues and implement functional ECO’s.
Use EDA tool-based programming and scripting techniques to automate and improve throughput and quality.
Interact with tool vendors to drive tool fixes and flow improvements. Perform tool evaluations of new vendor tools and functions.
Experience in physical design and timing closure.
Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience.
Knowledge of RTL2GDSII flow and design tape-outs in 5nm or below process technologies.
Experience with EDA tools like DC/Genus, Innovus/ICC2, Primetime, Redhawk/Voltus, or Calibre.
Hands-on experience in SoC floor planning, place & route, power and clock distribution, and timing convergence of high-frequency designs.
Knowledge of geometry/process/device technology implications on physical design.
Experience with large SOC designs (>100M gates) with frequencies over 1GHZ.
10+ years of experience in interpersonal, teamwork, and demonstrated experience communicating and interfacing with cross-functional teams, IP, and EDA vendors.
Programming/scripting skills: TCL, Python, Perl or Shell.
Experience in full chip floor planning, partitioning, budgeting, and power grid planning.
Experience with low power implementation, power gating, multiple voltage rails, UPF/CPF knowledge.
Experience in planning, implementing, and analyzing high-speed clock distribution networks. Experience with alternate strategies for clock distribution, including standard trees, mesh, H-Tree, and clock power reduction techniques.
Knowledge of static timing analysis and concepts, defining timing constraints and exceptions, corners/voltage definitions.
Knowledge of Circuit design, device physics, and demonstrated experience in sub-micron technology.
Experience in the physical design of data-path intensive designs.
Experience in the 3D-IC technology, methodology, and advanced packaging.
Experience in validating Power Distribution Network (PDN), IR/EM, Thermals for 3D-IC.",N/A,N/A,https://rr.jobsyn.org/CE7518569C45404F8118114E025611A910
"Software Engineer, Product","Bangalore, IND",Posted 33 days ago,Summary:,"Full stack development with a variety of coding languages
Create products and features using internal programming language Hack
Implement web or mobile interfaces using XHTML, CSS, and JavaScript
Work closely with our product management and design teams to define feature specifications and build products leveraging frameworks such as React and React Native
Work closely with operations and infrastructure to build and scale back-end services
Build report interfaces and data feeds
Sets direction and goals for the team regarding project impact, product quality and engineering efficiency
Leads major initiatives, projects, teams, rollouts and phased-releases
Helps to onboard new team members, provides mentorship and enables successful ramp up on your team's code bases
8+ years of programming experience in a relevant programming language
6+ years relevant experience building large-scale applications or similar experience
Experience with C, C++, Java, C# or other relevant coding languages
Experience working with relational databases and SQL
Experience leading major initiatives successfully
Experience leading projects and teams appropriately
Experience building and shipping high quality work and achieving high reliability
Experience improving quality through thoughtful code reviews, appropriate testing, proper rollout, monitoring, and proactive changes
Experienced in utilizing data and analysis to explain technical problems and providing detailed feedback and solutions
Successful candidate must remain in role in the same team in India for a minimum period of 24 months before being eligible for transfer to another role, team or location.
Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience.
Experience with scripting languages such as Python, Javascript or Hack",N/A,N/A,https://rr.jobsyn.org/99FCDBB5851A415BA2F66AE7B89205D010
"Software Engineer, Machine Learning","Bangalore, IND",Posted 33 days ago,Summary:,"Play a critical role in setting the direction and goals for a sizeable team, in terms of project impact, ML system design, and ML best practices
Adapt standard machine learning methods to best exploit modern parallel environments (e.g., distributed clusters, multicore SMP, and GPU)
Re-evaluate the tradeoffs of already shipped features/ML systems, and drive large efforts across multiple teams to reduce technical debt, designing from first principles when appropriate
Leading a team from a technical perspective to develop ML best practices and influence high engineering standards
Be a go-to person to escalate the most complex online/production performance and evaluation issues, that require an in-depth knowledge of how the machine learning system interacts with systems around it
Develop highly scalable classifiers and tools leveraging machine learning, data regression, and rule-based models
Suggest, collect and synthesize requirements and create effective feature roadmap
Code deliverables in tandem with the engineering team
8+ years of experience in software engineering, or a relevant field. 4+ years of experience if you have a PhD
6+ years of experience in one or more of the following areas: machine learning, recommendation systems, pattern recognition, data mining, artificial intelligence, or related technical field
Experience with scripting languages such as Python, Javascript or Hack
Experience leading major initiatives successfully
Experience building and shipping high quality work and achieving high reliability
Experience with developing machine learning models at scale from inception to business impact
Knowledge developing and debugging in C/C++ and Java, or experience with scripting languages such as Python, Perl, PHP, and/or shell scripts
Experience demonstrating technical leadership working with teams, owning projects, defining and setting technical direction for projects
Experienced in utilizing data and analysis to explain technical problems and providing detailed feedback and solutions
Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience.
Successful candidate must remain in role in the same team in India for a minimum period of 24 months before being eligible for transfer to another role, team or location.
Masters degree or PhD in Computer Science or a related technical field
Exposure to architectural patterns of large scale software applications
Experience with scripting languages such as PyTorch and TensorFlow",N/A,N/A,https://rr.jobsyn.org/E8C3475105744CA8B0EB46DDC63D14E010
Software Engineering Manager,"Bangalore, IND",Posted 33 days ago,Summary:,"Be both a highly technical, hands-on coder and effective people manager
Hold your own in technical discussion, be a subject matter expert, and have strategic influence
Participate in technical design
Communicate cross-functionally and drive engineering efforts
Measure the impact of the team and set clear expectations and goals
Manage the coordination of the activities of the team with responsibility for results, including costs, methods, and staffing.
3+ years of Engineering Management experience
5+ years of software engineering work experience, including hands-on technical management
5+ years coding in C, C++, Java, C# or other relevant coding languages
Demonstrated experience and skills to recruit and manage technical teams, including performance management
Successful candidate must remain in role in the same team in India for a minimum period of 24 months before being eligible for transfer to another role, team or location.
Bachelor's or Master’s degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience.
Experience with scripting languages such as Python, Javascript or Hack",N/A,N/A,https://rr.jobsyn.org/088481132AF54D16B58461672FDAD50510
