Job Title,Location,Date Posted,Description,Responsibilities,Minimum Qualifications,Preferred Qualifications,Apply Link
KGS_ SAP- CI_M_KDN_BAN,"Bangalore, Karnataka, India",N/A,"Role and Responsibilities:
 The SAP Integration Suite Manager is a strategic role responsible for defining, designing, and overseeing the implementation of comprehensive integration architectures across the organization. The architect will work closely with senior management, business stakeholders, and technical teams to ensure that integration solutions are aligned with business goals and technology strategies.
  Key Technical Responsibilities:
 Technical Leadership:
 Lead and guide the integration team in designing, developing, and implementing complex integration solutions using SAP Integration Suite (formerly SAP Cloud Platform Integration).
 Mentor and develop team members’ technical skills, ensuring best practices and standards are followed across all projects.
 Integration Design and Architecture:
 Architect end-to-end integration solutions that are scalable, robust, and compliant with enterprise standards.
 Develop detailed technical specifications and design documents for integration projects, ensuring alignment with business requirements.
 Hands-On Development:
 Actively participate in the design and development of integration flows, mappings, and custom scripts using Groovy and Java.
 Configure and manage integration adapters and connectors (e.g., HTTP, SOAP, REST, SFTP, IDoc) to ensure seamless data exchange between systems.
 Performance Management:
 Conduct thorough performance testing and optimization of integration solutions to meet or exceed performance benchmarks.
 Implement monitoring and alert systems to proactively identify and resolve integration issues.
 Troubleshooting and Support:
 Provide advanced troubleshooting for complex integration issues, including message processing errors, data inconsistencies, and connectivity problems.
 Work closely with support teams to ensure swift resolution of integration-related tickets and issues.
 Continuous Improvement:
 Stay updated with the latest SAP integration technologies, trends, and best practices, and implement continuous improvements within the integration landscape.
 Lead initiatives to enhance the technical capabilities and efficiency of the team.
 Documentation and Compliance:
 Ensure all integration solutions are well-documented, including architecture diagrams, technical specifications, and user manuals.
 Maintain compliance with internal and external standards, regulations, and security protocols.
  Professional Experience:
 10+ years of extensive experience in SAP integration technologies, with a strong focus on SAP Integration Suite.
 Proven experience in architecting and implementing large-scale integration solutions.
 Deep understanding of various integration methodologies, tools, and platforms (e.g., SAP PI/PO, Ariba Managed Gateway for Spend and Network, SAP Cloud Integration for Data Services, Dell Boomi).
 Proven track record in leading and mentoring technical teams.
  Technical Skills:
 Expertise in SAP Integration Suite, including designing and implementing complex integration scenarios.
 Strong programming skills in Java, Groovy, or other relevant scripting languages.
 Proficient in SOAP, REST, OData, and other web service protocols.
 Extensive experience with SAP APIs, BAPIs, IDocs, RFCs, and ALE.
 Knowledge of security and compliance standards, especially as they relate to data integration.
  Soft Skills:
 Exceptional problem-solving and analytical skills.
 Excellent leadership and project management abilities.
 Strong communication and interpersonal skills, capable of conveying technical concepts to non-technical stakeholders.
 Ability to think strategically, aligning integration solutions with business objectives.",NA,N/A,N/A,https://ejgk.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_3/job/30023092/?mode=location
Operation Analyst,"Bangalore, Karnataka, India",N/A,"•Proposed designation
 Operations Analyst
 •Role type
 Individual contributor
 •Reporting to 
 Assistant Manager
 •Geo to be supported
 UK
 •Work timings
 Full-time",NA,N/A,N/A,https://ejgk.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_3/job/30023098/?mode=location
Team Leader,"Bangalore, Karnataka, India",N/A,"Senior Associate –will be expected to deliver against targets for both productivity and quality, managing your own pipeline and taking onboard feedback from oversight who are responsible for service delivery",NA,N/A,N/A,https://ejgk.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_3/job/30023810/?mode=location
Team Leader,"Bangalore, Karnataka, India",N/A,"Senior Associate –will be expected to deliver against targets for both productivity and quality, managing your own pipeline and taking onboard feedback from oversight who are responsible for service delivery",NA,N/A,N/A,https://ejgk.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_3/job/30023813/?mode=location
Assistant Manager - Finance Transformation - Gurgaon,"Gurgaon, Haryana, India",N/A,"KPMG Overview:
  KPMG is a leading professional services firm providing Audit, Tax and Advisory services. We have 207,000+ outstanding professionals working together to deliver value in 153+ countries and territories.
  KPMG Global Services Overview:
  KPMG Global Services (KGS) is a strategic, global delivery organization that engages with KPMG member firms to provide innovative, scalable and customized solutions.
  Set up in 2008, KGS is a joint venture between KPMG U.S., KPMG U.K., and KPMG India, along with the support of KPMG International. KGS provides Advisory, Tax, and Audit professional services to 50+ member firms worldwide.
  Since its inception, KGS has been focused on making member firms increasingly relevant to their clients. By leveraging the experience and talent of more than 5,000 professionals, KGS successfully partners withmember firms to effectively:
 Enhance speed to market and capacity to deliver seamlessclient operations
 Develop differentiated market offerings
 Build a scalable client-delivery model that rapidlyadapts to their evolving needs
 Harness a multi-talented resourcepool
 Standardize global capabilities and methodologies
 Drive greater efficiency and lower costs",NA,N/A,N/A,https://ejgk.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_3/job/30023900/?mode=location
Senior - ITA Germany,"Bangalore, Karnataka, India",N/A,"KPMG Resource Centre (KRC) is a team of 3,000+ colleagues serving audit clients of primarily KPMG Europe and a few other countries. KRC’s services include end-to-end Audits, IT Audits, Data Analytics, Engagement Support Hub, Transaction 
 Assurance and ESG, among others. The business supports multiple sectors and is currently present in Bengaluru, Gurugram, Noida and Mumbai. 
  
 Through your work, you’ll build a global network and unlock opportunities that you may not have thought possible with access to great support, vast resources, and an inclusive, supportive environment to help you reach your full potential
 Job details
 •Proposed designation
 Senior
 •Role type
 Individual contributor – Deliver / Execution
 •Reporting to 
 Assistant Manager
 •Geo to be supported
 Australia
 •Work timings
 11.30 AM to 8.30 PM IST",NA,N/A,N/A,https://ejgk.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_3/job/30024590/?mode=location
Executive,"Noida, Uttar Pradesh, India",N/A,"KPMG Resource Centre (KRC) is a team of 3,000+ colleagues serving audit clients of primarily KPMG Europe and a few other countries. KRC’s services include end-to-end Audits, IT Audits, Data Analytics, Engagement Support Hub, Transaction 
 Assurance and ESG, among others. The business supports multiple sectors and is currently present in Bengaluru, Gurugram, Noida and Mumbai. 
  
 Through your work, you’ll build a global network and unlock opportunities that you may not have thought possible with access to great support, vast resources, and an inclusive, supportive environment to help you reach your full potential.",NA,N/A,N/A,https://ejgk.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_3/job/30024866/?mode=location
Senior Engineer (SA1 PD - FinOps Data Engineer),"Bangalore, Karnataka, India",N/A,"Roles & responsibilities
 ·Required 3 or more years of experience with Cloud (IaaS, PaaS)
 · Manage and Analyze cloud billing, cloud resources sizing and utilization data
 ·Analyze tagging compliance and suggest improvements to increase visibility for cloud expenditures
 ·Work with Data Engineer, interpret data sets, find data trends and patterns valuable for diagnostics, predictive analytics efforts, and achieving business objectives
 ·Create various reports based on cloud billing, forecasts, optimization opportunity analysis
 ·Prepare forecasting based on past cloud spend using various statistical/regression models
 ·Build scalable solution to support the dynamic cloud environment financials
 ·Visualize the data using tools like PowerBI and Tableau
 ·Partner with various stakeholders (e.g. cloudops, application teams, architects, product owners, data analysts) to better understand requirements, find bottlenecks, and recommend resolutions
 ·Automate data analysis using scripts and data pipelines (python, spark, jupyter, alteryx) to clean, transform, and aggregate data from disparate sources
 ·Work on anomaly management and unit economics reporting
 ·Identify optimization opportunities.
 Preferred technical & functional skills
 ·Strong oral and written communication skills with the ability to communicate technical and non-technical concepts to peers and stakeholders
 ·Ability to work independently with minimal supervision, and escalate when needed
 ·4+ years of relevant experience
 ·Microsoft Azure certification
 ·FinOps certified Practitioner (Optional)
 Key behavioral attributes/requirements
 —Ability to mentor juniors
 —Ability to own project deliverables, not just individual tasks
 —Understand business objectives and functions to support data needs",NA,N/A,N/A,https://ejgk.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_3/job/30024982/?mode=location
Manual QA - Bangalore,"Bangalore, Karnataka, India",N/A,QA Test Engineer,NA,N/A,N/A,https://ejgk.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_3/job/30025028/?mode=location
Associate Consultant - Finance Transformation - Bangalore,"Bangalore, Karnataka, India",N/A,"KPMG Overview:
  KPMG is a leading professional services firm providing Audit, Tax and Advisory services. We have 207,000+ outstanding professionals working together to deliver value in 153+ countries and territories.
  KPMG Global Services Overview:
  KPMG Global Services (KGS) is a strategic, global delivery organization that engages with KPMG member firms to provide innovative, scalable and customized solutions.
  Set up in 2008, KGS is a joint venture between KPMG U.S., KPMG U.K., and KPMG India, along with the support of KPMG International. KGS provides Advisory, Tax, and Audit professional services to 50+ member firms worldwide.
  Since its inception, KGS has been focused on making member firms increasingly relevant to their clients. By leveraging the experience and talent of more than 5,000 professionals, KGS successfully partners withmember firms to effectively:
 Enhance speed to market and capacity to deliver seamlessclient operations
 Develop differentiated market offerings
 Build a scalable client-delivery model that rapidlyadapts to their evolving needs
 Harness a multi-talented resourcepool
 Standardize global capabilities and methodologies
 Drive greater efficiency and lower costs",NA,N/A,N/A,https://ejgk.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_3/job/30025042/?mode=location
SAP MM/STP - Consultant _ Pune,"Pune, Maharashtra, India",N/A,SAP MM/STP Consultant,NA,N/A,N/A,https://ejgk.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_3/job/30025046/?mode=location
Oracle Tech Dev Consultant,"Bangalore, Karnataka, India",N/A,"Requirement 
 Candidate should have the ability to perform in a dynamically changing environment.
 Hands-on experience in Fusion technologies like OIC, BIP, Conversions etc.
 Hands-on experience in Fusion Reporting technologies like BI Publisher, OTBI & FRS
 Hands-on experience in Oracle Fusion RICE Components
 Relevant experience for 5-7 years
 Should have minimum 1 year of experience on end-to-end implementation projects.
 Knowledge on OCI (Dev Ops, Big Data, Data Flow and NoSQL Databases) will be an added advantage.
 Having Certification on any Oracle Technology is an added advantage.",NA,N/A,N/A,https://ejgk.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_3/job/30025064/?mode=location
Assistant Manager Core Corp,"Hyderabad, Telangana, India",N/A,"Roles & responsibilities
 ·Reviewing trust, partnership, and corporate tax returns; developing and supervising staff, preparing more complex tax returns; and assisting in client management and practice development activities.
 ·Implement client’s engagements from start to finish (planning, executing, directing, and completing tax projects).
 ·Supervise, train, and mentor staff and New Joiners on tax projects.
 ·Review tax returns prepared by staff and make recommendations regarding accuracy and tax savings opportunities.
 ·Prepare complex tax returns for trusts, partnerships, and corporations.
 ·Proactively interact with client management team to gather information, resolve tax-related problems, and make recommendations for business and process improvements.
 ·Assist onshore managers on proposals and business development requirements.
 ·Gain understanding of client operations, processes, and business objectives.
 ·Manage people development and performance management for their group.
 ·Be the single point of contact for the Operating office in KPMG US
 ·Support the Engagement Manager in pursuits, proposals and engagement reporting.
  This role is for you if you have the below
 Experience/ Qualifications:
 ·Minimum Master Degree from reputable universities with excellent academic result, majoring in Accounting or Finance
 ·Enrolled Agent Certification Required
 ·Minimum of 4-5 years of professional experience, preferably in a Big 4 consulting firm
 ·Strong tax accounting skills with proficiency in US GAAP and tax compliance.
 ·Proficiency in Microsoft Office software programs, including spreadsheet programs (i.e. Excel).
 ·Understanding of federal taxes.
 ·Broad exposure to federal income taxation and knowledge of tax regulations
 Key behavioral attributes/requirements
 •Willing to work hard, enthusiastic and self-motivated.
 •Strong analytical and advisory skills.
 •Good communication and interpersonal skills.
 •Able to work in fast moving and demanding environment.
 •Strong commitment, multi-tasking and team player.
 •Excellent oral and written communication skills in English (including strong presentation skills).
 •Highly proficient in MS Office (especially in excel, word and power point).
 •Excellent project management, analytical, interpersonal, oral and written communication skills.
 •Strong experience in staff and tax management.
 •Strong leadership, training, and mentoring skills.
 •Ability to thrive in a dynamic team environment",NA,N/A,N/A,https://ejgk.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_3/job/30018179/?mode=location
Manager Core Corp,"Hyderabad, Telangana, India",N/A,"Roles & responsibilities
 ·Support Service implementations from start to finish (planning, executing, directing, and completing tax projects).
 ·Provide tax compliance and advisory services to partnerships, corporations, and S-corporations for a variety of clients from Fortune 100 companies to emerging businesses
 ·Advising clients on a variety of tax issues including accounting for income taxes, FTA (periods, methods & credits), tax provisions, tax compliance, business restructuring, and tax controversy.
 ·Work as part of a multi-disciplinary team helping to provide industry knowledge and experiences
 ·Manage a portfolio of clients of varying size and scope and act as the point of contact for internal clients
 ·Manage teams of tax professionals working on client projects
 ·Effectively manage the Business Unit to deliver to the expectations of the BU Partner In charge.
 ·Advise onshore teams and be responsible for delivering high quality tax service and advice
 ·Sound understanding of the financial performance of engagements including billing, collections, and project budgets, and play a consulting role to the engagement manager on this account.
 ·Overseeing complex federal tax compliance and consulting projects requiring tax analysis for a variety of entities and their affiliates.
 ·Managing engagement workflow, engagement team resources, and engagement billing.
 ·Team with other professionals to identify new marketplace opportunities and grow the KPMG tax practice
  This role is for you if you have the below
 Experience/ Qualifications:
 ·Minimum 8-10 year experience in US Business Tax
 ·CA / CPA / MBA( Finance) / ICWA along with Enrolled agent certification
 ·Minimum of 5 years of professional experience in Big 4 consulting firm
 ·Secondment / onshore experience in the US will be an added advantage.
 ·Strong knowledge of ASC 740
 ·Experience managing multiple client engagements
  Key behavioral attributes/requirements
 •Improvement Mindset
 •Commercial Mindset
 •Exceptional communication skills.
 •Strong Analytical ability.
 •Target driven and customer focus.
 •People management skills with demonstrated ability to build a transparent and cohesive team
 •Work collaboratively with the clients and deliver quality services by enforcing quality and KPMG standards",NA,N/A,N/A,https://ejgk.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_3/job/30018180/?mode=location
Manager Project Velocity Corp,"Bangalore, Karnataka, India",N/A,"Roles & responsibilities
 ·Support Service implementations from start to finish (planning, executing, directing, and completing tax projects).
 ·Provide tax compliance and advisory services to partnerships, corporations, and S-corporations for a variety of clients from Fortune 100 companies to emerging businesses
 ·Advising clients on a variety of tax issues including accounting for income taxes, FTA (periods, methods & credits), tax provisions, tax compliance, business restructuring, and tax controversy.
 ·Work as part of a multi-disciplinary team helping to provide industry knowledge and experiences
 ·Manage a portfolio of clients of varying size and scope and act as the point of contact for internal clients
 ·Manage teams of tax professionals working on client projects
 ·Effectively manage the Business Unit to deliver to the expectations of the BU Partner In charge.
 ·Advise onshore teams and be responsible for delivering high quality tax service and advice
 ·Sound understanding of the financial performance of engagements including billing, collections, and project budgets, and play a consulting role to the engagement manager on this account.
 ·Overseeing complex federal tax compliance and consulting projects requiring tax analysis for a variety of entities and their affiliates.
 ·Managing engagement workflow, engagement team resources, and engagement billing.
 ·Team with other professionals to identify new marketplace opportunities and grow the KPMG tax practice
  This role is for you if you have the below
 Experience/ Qualifications:
 ·Minimum 8-10 year experience in US Business Tax
 ·CA / CPA / MBA( Finance) / ICWA along with Enrolled agent certification
 ·Minimum of 5 years of professional experience in Big 4 consulting firm
 ·Secondment / onshore experience in the US will be an added advantage.
 ·Strong knowledge of ASC 740
 ·Experience managing multiple client engagements
  Key behavioral attributes/requirements
 •Improvement Mindset
 •Commercial Mindset
 •Exceptional communication skills.
 •Strong Analytical ability.
 •Target driven and customer focus.
 •People management skills with demonstrated ability to build a transparent and cohesive team
 •Work collaboratively with the clients and deliver quality services by enforcing quality and KPMG standards",NA,N/A,N/A,https://ejgk.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_3/job/30018206/?mode=location
Associate Consultant - Customer Transformation - Bangalore,"Bangalore, Karnataka, India",N/A,"The Consulting business at KPMG Global Services (KGS) is a diverse team of more than 6400 professionals. We provide consulting services to KPMG Firms worldwide to support the business transformation journeys of clients across industries. Our colleagues help clients explore potential obstacles to change and collaborate on critical decisions that can deliver real value to their businesses.
 
 Through your work, you’ll build a global network and unlock opportunities that you may not have thought possible with access to great support, vast resources, and an inclusive, supportive environment to help you reach your full potential.
 As a firm, we are deeply committed to diversity, inclusion and equity at our workplace. We offer a safe and inclusive environment built on trust, where all our colleagues can bring their authentic selves to work and know that their uniqueness is valued. 
  We prohibit unfair treatment of applicants and employees and discrimination on any ground, including but not limited to, caste, religion, color, ancestry, marital status, medical condition, sex, gender identity and/or expression, sexual orientation, age, nationality, cultural origin, family or parental status, defense veterans, physical, mental or sensory disability or any other status or characteristic protected by applicable Indian laws and regulations.",NA,N/A,N/A,https://ejgk.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_3/job/30018986/?mode=location
