Job Title,Location,Date Posted,Description,Responsibilities,Minimum Qualifications,Preferred Qualifications,Apply Link
DevOps Engineer,India,21-Feb-25,"Do you love understanding every detail of how new technologies work? Join the team that serves as Apple’s nerve center, our Information Systems and Technology group. There are countless ways you’ll contribute here, whether you’re coordinating technology needs for product launches, designing music solutions for retail locations, or ensuring the strength of in-store Wi-Fi connections. From Apple Pay to the Apple website to our data centers around the globe, you’ll help design and manage the massive systems that countless employees and customers rely on every day. You’ll also build custom tools for employees, empowering them to solve complex problems on their own. Join our team, and together we’ll explore all the ways to improve how Apple operates, freeing our employees to do what they do best: craft magical experiences for our customers.

Are you a passionate operations engineer who wants to work on solving large scale problems? Join us in building best in class solutions and implementing sophisticated software applications across IS&T. At Apple, we support both open source and home-grown technologies to provide internal Apple developers with the best possible CI/CD solutions. In this role you will have the unique opportunity to own and improve tooling for best of the class large-scale platform solutions to help build modern software systems!

This role is primarily responsible for building and managing tools that enable software releases in a fast paced enterprise environment We operate with on-prem, private, and public cloud platforms. A DevOps Engineer would be partnering closely with global software development teams and infrastructure teams.","As a virtue of being part of this team you would be exposed to a variety of challenges supporting and building highly available systems, working closely with U.S. and India based teams and have the opportunity to expand the capabilities the team has to offer to the wider organization. This may include: 

-  Designing and implementing new solutions to streamline manual operations.

-  Triaging security and production issues along with other operational team members. Conduct root cause analysis of critical issues.

-  Expand the capacity and performance of current operational systems.

The ideal candidate will be a self-motivated, hands-on, dynamic and detail oriented individual with a strong technical background.","4+ years proven experience in DevOps/SRE, systems engineering, build/release/deployment automation, etc.","In-Depth knowledge on AWS services including VPC, IAM, EC2, EKS, CloudWatch, S3, RDS, Route53. Experience in similar services for GCP is preferred.
Working experience with Spinnaker is a plus.
AWS Cloud Architect and/or Certified Kubernetes Administrator (CKA) certifications are highly desired.",https://jobs.apple.com/en-in/login?favId=PIPE-200536800
Embedded Software Engineer,India,21-Feb-25,"The people here at Apple don’t just build products— they craft the kind of wonder that has revolutionized entire industries. It’s the diversity of those people and their ideas that inspires the innovation that runs through everything we do, from amazing technology to industry-leading environmental efforts. Imagine what you could do here. Join Apple, and help us leave the world better than we found it. A job at Apple is unlike any other you’ve had. You will be challenged. You will be inspired! And you’ll be proud! At Apple, great ideas have a way of becoming great products, services, and customer experiences very quickly. Bring passion and dedication to your job and there’s no telling what you could accomplish.

The Embedded Software Engineer will work on next generation iPhone and other innovative products. You will be part of a global team acting as the team’s local technical expert at manufacturing sites in India.","You will be responsible for designing and maintaining hardware test suites for Apple's mobile products. You will work side by side with hardware engineers on specifying, implementing and debugging stress tests for new products in development. Some of your responsibilities will include:

-  Write, debug, and integrate new tests for integrated chipsets (Baseband, application processors, PMUs etc.)

-  Support product development builds

-  Work closely with hardware and software engineers to debug hardware issues exposed during testing

-  Early engagement with design teams to develop and implement test plans

International and domestic travel is likely.","5+ years of relevant industry experience
Hands-on programming skills at least one of C, Python, Lua
Recent experience with programming, testing and debugging embedded devices
Strong communication skills required","Knowledge of Digital communication protocols (i.e. PCIe, SPMI, I2C, RFFE etc.)
Familiarity with lab test equipment including logic analyzers, Protocol analyzers, oscilloscopes etc.
Experience working with manufacturing an advantage
Knowledge/Experience of wireless communication systems (Cellular, WiFi, BT, NFC, UWB) is a plus
Should be well organized and have the ability to be flexible in a changing work environment.
Bachelors Degree (Electrical/Electronic/Computer Science /Computer Engineering). (Masters preferred)",https://jobs.apple.com/en-in/login?favId=PIPE-200592297
Cloud Data Engineer,India,20-Feb-25,"The people here at Apple don’t just build products — they build the kind of wonder that’s revolutionized entire industries. It’s the diversity of those people and their ideas that inspires the innovation that runs through everything we do, from amazing technology to industry-leading environmental efforts. Join Apple, and help us leave the world better than we found it. Imagine what you could do here.

Are you passionate about handling large & complex data problems, want to make an impact and have the desire to work on groundbreaking big data technologies? Then we are looking for you.

At Apple, great ideas have a way of becoming great products, services, and customer experiences very quickly. Bring passion and dedication to your job and there's no telling what you could accomplish. Would you like to work in a fast-paced environment where your technical abilities will be challenged on a day-to-day basis? If so, Apple's Global Business Intelligence team is looking for passionate, meticulous, technical savvy, energetic engineer who likes to think creatively. 

Apple's Enterprise Data warehouse team deals with Petabytes of data catering to a wide variety of real- time, near real-time and batch analytical solutions. These solutions are integral part of business functions like Retail, Sales, Operations, Finance, AppleCare, Marketing and Internet Services, enabling business drivers to make critical decisions. We use a diverse technology stack such as Snowflake, Spark, HANA, SingleStore, Kafka, Iceberg, Cassandra and beyond. Designing, developing and scaling these big data solutions are a core part of our daily job.",#NAME?,"4+ years of Hands on Experience in developing and building data pipelines on Cloud & Hybrid infrastructure for analytical needs
Experience working with cloud based data warehouse solutions - Snowflake, SingleStore etc., along with expertise in SQL and Advance SQL.
Experience in designing and building dimensional data models to improve accessibility, efficiency and quality of data
Bachelor’s Degree or equivalent in data engineering, computer science or similar field.","High expertise in modern cloud warehouse, data lakes and implementation experience on any of the cloud platforms like AWS/GCP/Azure - preferably AWS.
Experience working with data at scale (peta bytes) with big data tech stack and advanced programming languages e:g Python, Scala.
Database development experience with Relational or MPP/distributed systems such as Snowflake, SingleStore
Excellent problem solving, critical thinking with ability to evaluate and apply new technologies in a short time
Strong written and oral communication skills
Experience in working with global collaborators with ability to influence decision making.
Dedicated, highly motivated with learnability skills.
Exposure working in Data Science projects will be a plus",https://jobs.apple.com/en-in/login?favId=PIPE-200519076
People Data & Analytics Engineer,India,20-Feb-25,"Apple’s People Analytics team is accountable for equipping our executives, business leaders, HR partners and recruiters with data-driven insights to make the best decisions about people — individuals, teams, and organizations. We are currently looking for an experienced detail-oriented data and analytics developer to join the team and solve technical and business challenges. Your work will have a direct and measurable impact to Apple and its employees.

The ideal candidate will be an individual with strong problem solving and analytical skills along with equally strong communication and and business acumen. We seek a self-starter, who is willing to adapt well to changing requirements and work with cross-functional teams.","As a member on the Data Analytics Engineering team, you will contribute to designing, developing and scaling Apple’s people analytics data models on cloud that provide efficient analytical and reporting capabilities across Apple’s global and regional stakeholders. You will develop highly scalable data pipelines to load data from various source systems, use python and dbt to ingest and transform your data and manage orchestration and scheduling of your workflows. Your data pipelines should have data validation and alerting frameworks built into them. 

You will engage and collaborate with other developers on the team, understand data and be responsible to translate complex business requirements into scalable and performant analytical data models that support stakeholder requirements. In this role, you will also build generic and reusable frameworks for the broader team to leverage. You will be required to understand existing solutions, fine-tune them for enhancements and optimizations and support them as needed. Data quality and scalability with minimal DevOps is our goal and we expect your technical design and development processes to exemplify these aspects. 

The solutions you will build will directly support analytics for recruiting, workforce management, candidate and employee surveys, compensation, benefits, employee services, survey and other areas. Data stitching across these domain areas will be common to produce meaningful analytical data sets. To be successful in this role, you will be encouraged to grasp key business and data design concepts across multiple domain areas so you can leverage them as needed by a solution.","6+ years of hand-on data modeling and data engineering and analytics experience.
Strong background on dimensional modeling and data warehousing concepts.
Experience in design and development of custom ELT pipelines using SQL, dbt, Python, GitHub
Proficiency in advanced SQL, performance tuning and optimization methodologies.
Experience with Snowflake or cloud architecture such as AWS, Google Big Query
Experience working with APIs or unstructured data
Ability to translate business processes and data into analytics solutions.
Ability to work independently, research newer technology areas and innovate to produce the best analytics result in a given situation.
Ability to pivot between widely divergent tasks and subject matter on short notice, and rapidly adapt to varied audiences.","Certifications in Data Science, Reporting & Analytics tools
Knowledge of more advanced data processing techniques using Python libraries such as Numpy & Pandas, as well as awareness of data science libraries for use in statistical analysis techniques is plus
Experience building data service layer for custom applications will be a plus
Experience with Tableau a plus
BS or MS degree in engineering / computer science or equivalent practical experience",https://jobs.apple.com/en-in/login?favId=PIPE-200592296
Embedded SW Engineer,India,20-Feb-25,"The people here at Apple don’t just build products— they craft the kind of wonder that has revolutionized entire industries. It’s the diversity of those people and their ideas that inspires the innovation that runs through everything we do, from amazing technology to industry-leading environmental efforts. Imagine what you could do here. Join Apple, and help us leave the world better than we found it. A job at Apple is unlike any other you’ve had. You will be challenged. You will be inspired! And you’ll be proud! At Apple, great ideas have a way of becoming great products, services, and customer experiences very quickly. Bring passion and dedication to your job and there’s no telling what you could accomplish.

The Embedded SW Engineer will work on next generation iPhone and other innovative products. You will be part of a global team acting as the team’s local technical expert at manufacturing sites in India.","You will be responsible for designing and maintaining hardware test suites for Apple's mobile products. You will work side by side with hardware engineers on specifying, implementing and debugging stress tests for new products in development. Some of your responsibilities will include:

-  Write, debug, and integrate new tests for integrated chipsets (Baseband, application processors, PMUs etc.)

-  Support product development builds

-  Work closely with hardware and software engineers to debug hardware issues exposed during testing

-  Early engagement with design teams to develop and implement test plans

International and domestic travel is likely.","5+ years of relevant industry experience
Hands-on programming skills at least one of C, Python, Lua
Recent experience with programming, testing and debugging embedded devices
Strong communication skills required",Not Found,https://jobs.apple.com/en-in/login?favId=PIPE-200510108
Data Engineer - Global Sourcing & Supply Management (GSSM) Solutions,India,19-Feb-25,"Imagine what you could do here. At Apple, new ideas have a way of becoming extraordinary products, services, and customer experiences very quickly. Bring passion and dedication to your job and there's no telling what you could accomplish.

We have one of the most complicated and efficient supply chains in the world, powered by world class internal systems and tools developed and managed by the Global Sourcing and Supply Management (GSSM) Solutions team. These tools enable us to effectively manage costs, supply, and bring supply chain intelligence to the forefront of our decisions. 

At Apple, innovative ideas quickly transform into powerful applications that drive efficiency and unlock insights for our business. By joining our Solutions team, you'll work on AI/ML-powered tools and data-driven solutions that directly support the GSSM organization, helping them streamline operations and enhance decision-making.

Our team focuses on creating custom applications that tackle complex challenges, optimize workflows, and enable smarter business decisions. We build machine learning models to extract actionable insights, automate processes, and improve predictions using deep learning techniques, all aimed at making our team more efficient and effective.

Are you an enthusiastic Data Engineer eager to apply your expertise in a fast-paced, innovative tech environment? Join our Global Sourcing & Supply Management (GSSM) Solutions team as a key player in revolutionizing our supply chain.","As Data Engineer on our core AIML team, you will be at the forefront of designing and developing scalable data systems to empower our AIML and GenAI applications. You will be working closely with business stakeholders, data scientists, and IT groups closely and take an active role in effectively communicating the recommendations to senior management. Your work will empower strategic and tactical decision-making processes within our supply chain, driving us towards greater efficiency and success. If you thrive in a collaborative environment, are passionate about leveraging AIML to solve complex business problems and are excited about the opportunity to make a significant impact in a dynamic tech industry, we want to hear from you!

Key Responsibilities

-  Architect, develop, and test large scale data solutions, to provide efficient analytical and reporting capabilities across Apple’s supply chain teams.

-  Develop highly scalable data pipelines to load data from various source systems, use Apache Airflow to orchestrate, schedule and monitor the workflows.

- Develop, optimize, and maintain custom data visualizations and frontend features using modern JavaScript frameworks (React, Vue, or Angular).

-  Participate in data architecture and engineering decisions, bringing your strong experience and knowledge to bear.

-  Ensure data quality through setting up data quality management frameworks and anomaly detection capabilities.

-  Communicate the results and insights effectively to partners and senior leaders, providing clear and actionable recommendations","5+ years of hands-on experience in data architecture, dimensional modeling, data warehousing and data engineering
Proficiency in SQL, Python, and Spark, with experience handling large datasets
Develop, optimize, and maintain custom data visualizations and frontend features using modern JavaScript frameworks (React, Vue, or Angular)
Proficiency in design and development of custom ETL pipelines using SQL and scripting languages (Python/ Shell/ Golang) and workflow management tools like Airflow
Bachelor’s or Master’s degree in Computer Science, Statistics, Applied Math or a related field","Experience with modern data architecture like data lakes, data lakehouse and cloud computing platforms like AWS, Google Cloud
Experience with AIML and GenAI solutions
Experience with version control systems, CI/CD practices, testing, and migration tools for database and software
Exhibit excellent oral and written communication skills, with the ability to work individually, navigating through ambiguity or as part of a team
Passion for new and emerging technologies
Ability to communicate technical issues with a non-technical audience
Maniacal attention to detail",https://jobs.apple.com/en-in/login?favId=PIPE-200591769
Manufacturing Design Engineer - Battery,India,19-Feb-25,"Imagine what you could do here. At Apple, innovative ideas quickly become extraordinary products, services, and customer experiences.This is where individual imaginations and experiences gather, leading to great work. Bring passion and dedication to your job, and there’s no telling what you could accomplish. The people here at Apple don’t just create products — they make the kind of wonder that’s revolutionized entire industries. The diversity of those people and their ideas inspire the innovation that runs through everything we do, from amazing technology to industry-leading environmental efforts. Join Apple, and help us leave the world better than we found it. 

The Battery Manufacturing Design Engineering team is responsible for the development and implementation of key production processes in a high volume environment for Apple batteries. In this highly visible role, you will have direct frequent communication and collaboration with Apple Product Design, Cell Engineering, Safety, and Reliability and worldwide suppliers.","Process Development/New Product Introduction:

-  Review module designs and specifications and provide Design for Manufacturing feedback and risks to Apple Product Design based on process capability within the supply chain.

-  Plan, propose, and lead Design of Experiments (DOE) activities to produce timely and accurate analyses used to drive design, process development, and supply chain decisions.

-  Assess the suitability of a fabrication and/or assembly strategy or technology for a given part design. Plan validation exercises to demonstrate initial feasibility as well as manufacturing capability. Analyze results to provide technical recommendations.

-  Review progress of development activities at supplier locations and serve as point of escalation for critical process related issues.

-  Collaborate with suppliers to deliver process flow mapping, FMEA, equipment/fixture designs, implementation schedules and validation activities prior to Engineering builds

-  Collaborate with suppliers to establish manufacturing Process Control Plans for early detection of issues and to ensure consistent quality is achieved.


Supplier Execution:

-  Drive project technical and operational issues related to process, fixtures, equipment, etc. during NPI phase to enable delivery of a mature manufacturing process that achieves design compliance into Mass Production.

-  Assess supplier readiness to support build events and production ramp. Identify potential execution issues and provide recommendations for risk mitigation to management.

-  Drive production process improvements, including robotics and automation, to reduce labor and enhance quality.","5 years experience in Operations Engineering or Manufacturing Process Development
MSME/BSME, or equivalent educational qualification
Direct experience in manufacturing process design, review, and buy off
Experience in understanding Geometric Dimensioning and Tolerancing, Design of Experiments, and Statistical Process Control
Experience with tooling design (jigs, fixtures, tool and die) in a high volume manufacturing environment
Experience with mechanical assemblies and tolerance stack analyses","MBA or equivalent experience preferred
Experience with high volume automation
Experience with battery cell manufacturing processes (Coating, Calendaring, Winding, etc) a plus
Must be willing/able to travel internationally >25%
Engineering management or program management background is considered a plus",https://jobs.apple.com/en-in/login?favId=PIPE-200591456
Manufacturing Design Engineer - Equipment Design,India,19-Feb-25,"Imagine what you could do here. At Apple, innovative ideas quickly become extraordinary products, services, and customer experiences.This is where individual imaginations and experiences gather, leading to great work. Bring passion and dedication to your job, and there’s no telling what you could accomplish. The people here at Apple don’t just create products — they make the kind of wonder that’s revolutionized entire industries. The diversity of those people and their ideas inspire the innovation that runs through everything we do, from amazing technology to industry-leading environmental efforts. Join Apple, and help us leave the world better than we found it. 

The Apple Manufacturing Design Engineer (MDE) is accountable for leading the development and implementation of innovative manufacturing processes across Apple’s worldwide supply base. In this highly collaborative role, you will work closely with Apple Industrial Design, Product Design, and Manufacturing Design partners and our worldwide suppliers. The MDE role is empowered to bring creativity to Apple’s manufacturing approach, enabling us to deliver our best work to as many customers as possible.","The role is responsible for collaborating with process engineers to develop and fabricate prototype equipment for the development and validation of new process architectures and addressing complex product design challenges. The candidate will work internally with our process teams and external equipment manufacturers to construct fully automated novel equipment from the conceptualization and architecture stages through mass production.

We seek an individual in this role who will serve as a focal point for equipment design innovation, enabling scalable processes and achieving novel product designs while maintaining exceptional Apple product quality.

-  Develop new equipment architectures to enable novel process solutions across various Apple products 

-  Interpret drawings and 3D models for manufacturability with assembly processes

-  Design fixtures and tooling to support production processes (such as assembly / machining) and implement measurement systems

-  Apply expert-level knowledge of GD&T to ensure proper fits, tolerances, and tooling locators in all designs

-  Standardize all standard hardware such as dowels, pins, washers, screws, washers etc.. across equipment vendors 

-  Selection of appropriate material for automation and equipment components (conveyors, guide pins, slides, positioning tracks, fixtures etc) 

-  Perform EQ DFMEA standard methodologies and lead DFM reviews with vendors to develop reliable, high-performance and lost-cost manufacturing process equipment

-  Lead root cause & failure analysis and improvement path identification for issues related to new EQ technologies 

-  Provide early and ongoing manufacturing leadership to ensure new process is scalable for mass production

-  Drive EQ, component or integration vendors on technology development and implementation, failure or issue resolution, and cost-effective scale up for mass production

-  Keep tabs on relevant industrial equipment and process manufacturing technology trends; evaluate and assess new EQ suppliers","5+ years of experience in high-volume mechanical product development, manufacturing engineering, tooling engineering, automation equipment, high-precision fabrication, or similar roles
Bachelors or higher in mechanical, manufacturing, or related fields
Deep familiarity with mechanical design softwares such as SolidWorks, NX or AutoCAD
Understanding core principles of fixture and automation design, including the use of design software and FEA for stress/structural analysis","Understanding core principles of Data Analysis and Design of Experiments
Willingness and ability to travel domestically and internationally up to 30%",https://jobs.apple.com/en-in/login?favId=PIPE-200591443
Product Manager - Global Sourcing & Supply Management (GSSM) Solutions,India,19-Feb-25,"Imagine what you could do here. At Apple, new ideas have a way of becoming extraordinary products, services, and customer experiences very quickly. Bring passion and dedication to your job and there's no telling what you could accomplish. 

We have one of the most complicated and efficient supply chains in the world, powered by world class internal systems and tools developed and managed by the Global Sourcing and Supply Management (GSSM) Solutions team. These tools enable us to effectively manage costs, supply, and bring supply chain intelligence to the forefront of our decisions. 

The GSSM Solutions team is seeking experienced Product Manager to lead complex, global enterprise initiatives. Applying a blend of technical expertise and business intelligence, you will interact directly with multi-functional teams across Supply Chain, Procurement, Finance and Operations to define, build and roll-out innovative technology and business processes. This includes understanding business problems, converting to solution requirements and execution of the solution. You will own multiple projects aimed at improving supply chain strategies and addressing our evolving business needs. This position offers the opportunity to influence our analytical environment and push the boundaries of our reporting capability. If you are passionate about delivering quality data solutions, we hope you will consider joining our Apple team.","As a Product Manager, you will evaluate global business requirements and architect solutions to be solved with systems and tools. Do you have a passion for data and innovation? In this role you will identify, propose, and craft technical solutions that are user-friendly, scalable, and address key business issues. You will analyze legacy systems and interfaces and collaborate with software developers and business teams to design new and advanced cross-platform solutions. This will include implementation, improvements, maintenance, and training. Do you love building systems and optimization solutions? If this describes you, then we should meet.","4+ years of professional experience with a Bachelor’s degree
Knowledge and experience of SQL, Python, R, VBA, HTML/CSS, Power BI, Tableau, Airtable or similar
Writing and executing complex queries for data analysis. Understanding the business context in which data exists. Translating data findings into strategic business insights.","MBA or MS in Supply Chain Management, Information Systems, Analytics, Computer Science or similar field preferred.
Creating reports and dashboards to solve decision-making problems
An understanding of data in a complex enterprise system landscape, including data governance, quality, and synchronization. International experience preferred.
Ability to lead impactful programs independently under concurrent deadlines.
Experience defining technical requirements and leading software and system implementations across large organizations and multiple regions.
Skilled at developing and exercising cross-functional influence; translating between business owners and technical teams.
Ability to communicate clearly and concisely across multiple audiences and partners, including the ability to explain analytical outcomes and technical roadblocks in business terms.",https://jobs.apple.com/en-in/login?favId=PIPE-200591780
Recycling Operations Senior Technical Program Manager,India,18-Feb-25,"Imagine what you could do here. At Apple, great ideas have a way of becoming great products, services, and customer experiences very quickly. Bring passion and dedication to your job and there’s no telling what you could accomplish.
 
The people here at Apple don’t just create products — they create the kind of wonder that’s revolutionized entire industries. It’s the diversity of those people and their ideas that inspires the innovation that runs through everything we do, from amazing technology to industry-leading environmental efforts. Join Apple, and help us leave the world better than we found it.
 
Apple is committed to being 100 percent carbon neutral for its supply chain and products by 2030 and the Environment & Supply Chain Innovation organization supports this effort by applying and developing industry-leading technology and processes to recover and reuse more materials from end-of-use devices. We are seeking an extraordinary Senior Technical Program Manager for the Recycling Operations team. In this unique role, you will be responsible for driving multi-discipline work including: Expanding the Recycling Supply Chain capability across India, developing material recovery improvements within that supply chain, and upholding Apple’s values. This role includes, but is not limited to: developing & executing: material recovery strategy, new processes, specialty recycling vendors across the country, and piloting new material recovery processes. This role requires a strong blend of materials science and extractive metallurgy experience, market & industry knowledge, and technical expertise.","The Recycling Operations Senior Technical Program Manager will partner with cross functional stakeholder groups to drive best-in-class material recovery programs across India. You effectively analyze and present data to enable optimal decisions on operational & material recovery strategies. This role covers the full spectrum of end-of-use programs for electronic materials. Additional responsibilities include:
 
Design project implementation plans for recycling & material recovery developments and implement plans with cross functional teams.
 
Lead new process reviews and approve milestones and success criteria.
 
Coordinate program reviews and status updates on top issues to all levels of management.
 
Lead validation of supplier recovery targets.

Specialty recycler development, qualification, piloting, and onboarding.
 
Research new material recovery techniques.
 
Overall responsibility to ensure all engineering and technical aspects of recycling programs are delivered on schedule.
 
Occasional travel is required (~40%).","BS or MS/PhD degree in an industrial, metallurgical, chemical engineering, or environmental related discipline, with 8+ years of program management experience in e-recycling, metals recycling/refining/smelting, or manufacturing.","Advanced Project management skills including coordinating programs end to end.
Experience with extractive metallurgy and advanced material recovery techniques.
Experience with sampling, analysis, and working with external labs.
Excellent understanding of common size reduction and materials separation techniques.
Ability to work cross functionally with business partners and customers to solve problems and create value.
Excellent presentation skills (Keynote desired).
Experience with India’s recycling and waste regulations.
Proficient at leading multiple efforts simultaneously in a global capability including working with international teams.",https://jobs.apple.com/en-in/login?favId=PIPE-200591958
iOS Software Engineer,India,18-Feb-25,"The people here at Apple don't just build products—they craft the kind of wonder that has revolutionized entire industries. It's the diversity of those people and their ideas that encourages the innovation that runs through everything we do, from amazing technology to industry-leading environmental efforts. Join Apple, and help us leave the world better than we found it. Imagine what you could do here. At Apple, great ideas have a way of becoming great products, services, and customer experiences very quickly. Bring passion and dedication to your job, and there's no telling what you could accomplish here. Do you want to be part of a team that builds innovative software services, a team that is continually innovating and is proud of making a difference? If so, bring your passion and talent and come join us to be part of something big and amazing. 

Apple’s Identity Management Engineering team is building numerous web applications and platform solutions that work across multiple platforms (iOS, OS X, Web). We work on many high-impact projects that serve various Apple lines of business. As a Software Engineer, you will work with a team of software engineers building brand new, fast, and interactive web and iOS/macOS applications that incorporate the best user experience patterns and technologies available. This is a great opportunity to work with some of the coolest people and technologies on the planet, including: iOS, macOS, JSON, RESTful web services, and web platform technologies such as Java, Spring, Apache, React, and more.","As a Software Engineer you will be responsible for the technical design, coding, debugging complex iOS applications. You will work with a team of developers to deliver new features for existing applications, bug fixes as well as designing and developing brand-new applications and tools to satisfy business requirements across the organization. 


IN THIS ROLE, YOU WILL
Architect creative products and innovate new technologies and solutions. Play a hands-on development and design role, and deliver products in a rapid and dynamic environment. 

Work closely with the design team and technical team to define new user interface behaviors, widgets, and containers, helping to create a truly distinctive and elite user experience.

Collaborate with peers on technical design, work estimation, and the implementation of new features.

Work with project managers and technical teams in a multi-functional environment to implement quality products that meet business goals.

Quickly build new ideas to gather user feedback.

Continually improve software development processes and practices.

A self-starter who can effectively handle numerous projects simultaneously, meet complicated deadlines, and thrive in a dynamic environment. You can expect a high-profile position on a great team with many challenges and rewards.

Ability to be part of a fast-paced product development team.","3-12 years of experience in software development focused on iOS/ macOS development with hands-on programming experience.
Expertise in Swift and strong understanding of iOS/ macOS frameworks Swift UI, UIKit, AppKit, Core Data, Core Animation, and Core Graphics.
Experience on iOS test frameworks such as XCTest and XCUITest.
Expert in Git repository management and branching strategies
Extensive use of APIs and an excellent understanding of HTTP and REST architecture.
Proficient understanding of code versioning tool - Git
Hands-on experience with design, development, and productizing highly available, distributed, and scalable transactional, secure enterprise systems.
Knowledge of design patterns, enterprise architecture, and software engineering principles.
Experience building highly performing and scalable UI components.
Sharp problem solving skills and experience with real-world systems deployment.
Very good experience with Scrum and Agile methodologies.
B.Tech. in computer science or equivalent field","Excellent problem-solving skills and the ability to debug and resolve complex technical issues.
Knowledge of memory management and performance optimization.
Consistent record of delivering high-performance, scalable, and reliable iOS/ macOS applications.
Familiar with application network layer design and development (Authentication, Error handling, etc)",https://jobs.apple.com/en-in/login?favId=PIPE-200581015
Site Reliability Engineering Manager,India,17-Feb-25,"Imagine what we could do together. At Apple, new ideas have a way of becoming excellent products, services, and customer experiences very quickly. Bring passion and dedication to your job and there's no telling what you could accomplish. The people here at Apple don’t just build products — they craft the kind of wonder that’s revolutionized entire industries. It’s the diversity of those people and their ideas that encourages the innovation that runs through everything we do, from amazing technology to industry-leading environmental efforts.

Apple’s ETS group is looking for a versatile Site Reliability Engineering (SRE) Manager with great technical acumen, strong background in operations, automation, implementation and development.

As a Site Reliability Engineering Manager, you will be leading a team responsible for ensuring the availability of high volume, critical enterprise platforms/applications and scale seamlessly. The application range from a broad spectrum of security platforms, anomaly detection, malware and abuse detection and prevention, edge security etc. to name a few and integrations with Apple's supply chain partners such as manufacturers, logistics providers, banks, resellers and business customers.","As a Site Reliability Engineering (SRE) Manager, candidate will be responsible for building, developing, and retaining a high-performing team of software engineers and build an environment where they can thrive and succeed.
While the primary role is leading/managing employees, you should have deep technical knowledge on distributed systems and cloud computing, security platforms and can quickly understand and respond to peer teams' needs. It is also encouraged that you have strong experience working with short release cycles, do not hesitate to :

-  Actively participate in architectural and functional design, implementation and troubleshooting sessions
-  Review hardware, software infrastructure and application functionality for identifying and optimizing performance bottlenecks
-  Drive major incident management to restore order
-  Spearhead in designing and implementing comprehensive monitoring for applications, integrations and anomalies
-  Innovate and find opportunities and drive automation efforts across various platform and security applications 
-  Working closely with Cross functional IT organization, Business group, Apple's production support team, application engineers, systems engineers, database administrators and QA team to effectively ensure implementation and reliability of Platforms/Applications
-  A proven track record with managing, motivating and providing technical guidance to a team of software engineers to draw out their best work will be key to success
-  Ensuring quality in every deliverable, creative thinking, strong problem solving, and the ability to collaborate with other global cross-functional teams in a fast paced environment will be meaningful attributes to succeed in this role","At least 10+ years of prior demonstrated experience in a Site Reliability Engineering, DevOps, or an Infrastructure-focused role
3+ years of experience leading and managing high performance SRE teams
Proven track record in leading sophisticated SRE projects, enterprise services at a large scale
Strong analytical, troubleshooting and problem solving skills
Good knowledge in at least one object oriented programming language (preferably Java , Python)
Unix Performance Monitoring & Tuning
Good understanding of Database concepts, PL/SQL and NoSql Technologies
Hands on experience with monitoring and data analysis tools (e.g., Prometheus, Splunk, Grafana, Cloudwatch)
Building and operating container orchestrating systems like Kubernetes or EKS
Deep understanding of security concepts and protocols - authentication, authorization, signing, encryption, SSL/TLS, SSH/SFTP, PKI, X509 certificates and PGP
Good fundamentals on Release Management & continuous Integration
Familiarity with modern web services architectures, cloud platforms such as AWS, GCP, Azure and distributed storage systems (ScaleIO, Amazon S3)
Ability to communicate with large cross-functional teams about various engineering topics such as system architecture, detailed design, APIs, project schedules etc.
Ability to make right trade-off choices when dealing with functional complexity, conflicting priorities and aggressive schedules
Represent the team and remove hurdles to enable each team member to operate at the highest level of efficiency and productivity
Ability to hire, mentor and manage the performance of a large team
Ability to connect with senior executives and business stakeholders
A learning attitude to continuously improve self, team and the organisation
Ability to work under pressure and manage difficult situations in a fast-paced work environment
Bachelor or Masters or equivalent experience in Computer Science or other related field","Java and JVM technologies runtime configurations and troubleshooting is preferred
Good fundamentals on data modelling and machine learning algorithms
Strong knowledge on securing applications, thorough understanding of OWASP top 10 risks and solutions.",https://jobs.apple.com/en-in/login?favId=PIPE-200582129
RFHW Design engineer,India,17-Feb-25,"The people here at Apple don’t just build products— they craft the kind of wonder that has revolutionized entire industries. It’s the diversity of those people and their ideas that inspires the innovation that runs through everything we do, from amazing technology to industry-leading environmental efforts. Imagine what you could do here. Join Apple, and help us leave the world better than we found it. A job at Apple is unlike any other you’ve had. You will be challenged. You will be inspired! And you’ll be proud! At Apple, great ideas have a way of becoming great products, services, and customer experiences very quickly. Bring passion and dedication to your job and there’s no telling what you could accomplish.

The In-region RF Hardware Design Engineer will work on the next generation iPhone and other innovative products. You will be part of the RF Design team, acting as the team’s local technical expert at manufacturing sites in India.","You will be working with other Wireless teams and colleagues to build, validate and optimize Cellular RF systems from first prototype build to mass production, requiring proactive cross-functional collaboration with other engineering groups such as antenna design, production test, reliability, software engineering etc.

Experience with wireless system integration into consumer products is required, Cellular RF experience is a plus. 

International and domestic travel is likely.","3+ years of relevant industry experience
Master Smith Chart & RF matching
Hands on experience with RF test equipment (Call box, Vector network analyzer, Spectrum analyzer, Signal generator, Oscilloscope, etc.)
Very strong RF fundamentals incl. RF component and RF system level knowledge","Fluency in wireless communications standards and wireless transceiver system integration
Experience working with manufacturing an advantage
Should be well-organized and can be flexible in a changing work environment.
Strong communication skills required
Cellular system experience preferred
Python scripting experience is a plus
Bachelors in Electrical & Electronics Engineering/ Communications Engineering or similar (Masters preferred)",https://jobs.apple.com/en-in/login?favId=PIPE-200591790
